DATOS GENERALES,Nombre de la Presa:,Otro Nombre:,En fase de:,Titular de la presa:,Proyectista:,Categoría según riesgo:,Fin de las obras:,Recrecimiento:,X utm 30,Y utm 30,Usos del embalse:,Usuarios:,DATOS HIDROLÓGICOS,Superficie de la cuenca (km2):,Aportación media anual (hm3):,Precipitación media anual (mm):,Avenida de Proyecto (m3/s):,PRESA,Tipo de Presa:,Altura desde cimientos (m):,Longitud de coronación (m):,Cota coronación (m):,Cota cimentación (m):,Cota cauce (m):,Volumen cuerpo presa (1000 m3):,Nº de desagües:,Capacidad desagüe (m3/s):,Nº de aliviaderos:,Capacidad aliviaderos (m3/s):,Regulación:,DATOS GEOGRÁFICOS,Rio de ubicación:,Municipio:,Vertiente:
,SANTOMERA,,Explotación,ESTADO,A.BOTÍA PANTOJA,A,31-12-1965,--,0667730,4218323,Defensa frente a avenidas                         -  - Riego,-  -,,"453,000","28,320","338,000","1000,000",,Gravedad,"51,500","205,790","101,500","50,000","64,500","103,210",001,"23,720 -",001,"296,000 -",Compuertas. -,,RAMBLA DE SANTOMEA,SANTOMERA,SEGURA
,SANTOMERA (DIQUE DEL COLLADO),,Explotación,ESTADO,A. BOTIA PANTOJA,A,31-12-1965,--,0667635,4218190,Defensa frente a avenidas                         -  - Riego,-  -,,"453,000","28,320","338,000","1000,000",,Gravedad,"21,500","146,100","101,500","80,000","87,900","22,140",000,-,000,-,-,,SALADA,SANTOMERA,SEGURA
,"SANTOS, LOS",,Explotación,PARTICULAR,J.A. MERINO,,31-12-1982,--,0113268,4168323,Riego                                             -  -,-  -,,"795,500","1,000","795,000","0,000",,Materiales sueltos homogenea,"15,200","99,500","177,500","162,300","164,300","28,950",000,-,001,"72,000 -","No, Labio fijo -",,REDONDILLO,"ALMENDRO, EL",C. ATLÁNTICA ANDALUZA
,"SARRA, LA",LASARRA,Explotación,ENERGIAS DE ARAGON S.A.,M-SENDIN Y M. ZABALA,A,31-12-1952,--,0718797,4741043,Hidroeléctrico                                    -  -,-  -,,"47,000","19,030","1352,000","236,000",,Materiales sueltos homogenea,"32,300","65,600","1448,500","1416,200","1432,000","41,780",001,"24,000 -",001,"289,000 -","No, Labio fijo -",,AGUAS LIMPIAS,SALLENT DE GALLEGO,EBRO
,SATAUTEJO,,Explotación,AYUNTAMIENTO DE LAS PALMAS DE GRAN CANARIA,M-CAMON GIRONZA,,01-01-1952,--,-733301,3165137,Abastecimiento                                    -  -,-  -,,"0,980","0,000","0,000","0,000",,Gravedad,"21,300","99,000","450,000","428,700","430,000","8,000",000,-,001,"0,000 -","No, Labio fijo -",,BARRANCO LAS MANZANERAS,SANTA BRIGIDA,LAS PALMAS
,SAU,,Explotación,AUTONOMIA GENERALITAT CATALUÑA,J-M-LLANSO,A,01-01-1963,--,0949045,4660543,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"1522,000","570,000","1073,000","2500,000",,Gravedad,"83,000","260,000","426,540","343,540","350,000","335,000",002,"140,000 - 0,000",001,"2486,160 -",Compuertas. -,,TER,VILANOVA DE SAU,C.I. CATALUÑA
,SAUCEDILLA,,Explotación,AYUNTAMIENTO DE SAUCEDILLA,A. RUBIO MURILLO,,01-01-1976,--,0375212,4252129,Abastecimiento                                    -  -,-  -,,"8,900","0,000","0,000","33,000",,Gravedad,"14,000","127,800","603,540","589,540","593,540","0,000",000,-,001,"33,000 -","No, Labio fijo -",,SAUCEDILLA,FUENCALIENTE,GUADIANA
,SAUCELLE,,Explotación,IBERDROLA GENERACION S.A.,P-MARTINEZ ARTOLA,A,31-12-1956,01-01-1985,0180035,4551018,Hidroeléctrico                                    -  -,-  -,,"73715,000","12393,600","509,000","12500,000",,Gravedad,"83,000","189,000","194,500","111,500","114,000","233,560",001,"194,000 -",002,"1300,000 - 12940,000",Compuerta segm - Compuerta segm,,DUERO,SAUCELLE,DUERO
,SECO,,Explotación,JUNTA DE ANDALUCÍA,J.A. RODRIGUEZ ARRIBAS,C,31-12-1995,--,0397529,4083785,Derivación                                        -  -,-  -,,"16,630","0,000","0,000","110,000",,Gravedad,"21,500","96,450","248,500","227,000","241,500","2,290",001,"0,000 -",001,"110,000 -","No, Labio fijo -",,SECO,VIÑUELA,C. MEDITERRANEA ANDALUZA
,SELGA DE ORDAS,,Explotación,ESTADO,L. LLANOS,A,31-12-1961,--,0271923,4737491,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"138,000","0,000","0,000","2050,000",,Gravedad,"14,400","159,000","964,050","950,100","953,100","33,000",001,"0,000 -",001,"1176,000 -",Compuertas. -,,LUNA,"RIOSECO DE TAPIA, STA. MARIA ORDAS",DUERO
,SEQUEIROS,,Explotación,IBERDROLA GENERACION S.A.,"FDEZ. CONDE, S. DEL CORRAL",A,31-12-1951,--,0147402,4708689,Hidroeléctrico                                    -  -,-  -,,"6140,000","4360,000","0,000","4000,000",,Gravedad,"22,200","176,000","257,100","234,900","237,000","34,000",001,"37,000 -",002,"2007,000 - 2064,000",Compuertas. - Compuertas.,,SIL,RIVAS DE SIL,NORTE
,"SERENA, LA",,Explotación,ESTADO,M-BARRAGAN,A,31-12-1990,--,0290941,4310026,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"7333,000","725,000","412,000","3697,000",,Gravedad,"91,000","580,000","355,550","264,550","282,000","1108,170",002,"194,000 - 0,000",001,"2616,000 -",Compuertas. -,,ZUJAR,CASTUERA Y ESPARRAGOSA DE LARES,GUADIANA
,SERONES,VOLTOYA,Explotación,AYUNTAMIENTO DE AVILA,"L. FINAT CALVO / ASTEI, S.A.",A,31-12-1988,--,0375597,4505465,Abastecimiento                                    -  -,-  -,,"109,000","0,000","0,000","233,000",,Gravedad,"16,900","94,600","1247,900","1231,000","1235,000","7,620",001,"8,000 -",001,"95,000 -","No, Labio fijo -",,VOLTOYA,URRACA MIGUEL,DUERO
,SERRADILLA,CASAS DE SAN MILLAN,Explotación,"JUNTA DE EXTREMADURA, C.O.P.T","ELOY GONZALEZ PEREZ, GEXINCO S.L.",B,31-12-1995,--,0220197,4414582,Abastecimiento                                    -  -,-  -,,"5,170","0,659","520,000","160,300",,Gravedad,"24,700","78,800","438,750","413,750","419,000","8,711",001,"10,340 -",001,"160,000 -","No, Labio fijo -",,RIBERA DEL CASTAÑO,"CASAS DE MILLAN, MIRABEL",TAJO
,SERREJON,,Explotación,SDAD. REGIONAL INVERSION,J. NAHON PEREZ,,01-01-1978,--,0258265,4413605,Riego                                             -  -,-  -,,"0,650","1,000","970,000","3,000",,Materiales sueltos homogenea,"11,000","218,000","78,000","67,000","67,500","27,000",000,-,001,"3,000 -","No, Labio fijo -",,CERCAS (ARROYO DE LA CERCA),SERREJON,TAJO
,"SIBERIA, LA",,Explotación,HEREDAD DE LAS PALMAS Y DRAGONAL BUCIO Y BRIVIESCA,GUILLERMO MARTÍN MARTINON,,01-01-1936,--,-741681,3161271,Riego                                             -  -,-  -,,"0,110","0,000","0,000","0,000",,Gravedad,"17,000","74,500","1335,000","1318,000","1319,000","3,000",000,-,001,"2,774 -","No, Labio fijo -",,BARRANCO MAIPEZ,VEGA DE SAN MATEO,LAS PALMAS
,"SIBERIO, EL",,Explotación,COMUNIDAD DE REGANTES DE ALDEA S. NICOLAS,TORAN Y CIA,,01-01-1978,01-01-1984,-756687,3161082,Abastecimiento                                    -  - Riego,-  -,,"28,500","260,000","0,000","256,000",,Materiales sueltos P asfáltica,"82,000","195,000","277,000","195,000","270,100","884,300",001,"11,640 -",001,"256,000 -","No, Labio fijo -",,BARRANCO SIBERIO,TEJEDA,LAS PALMAS
,SICHAR,,Explotación,ESTADO,R. AZCOITI,A,30-04-1960,--,0736393,4432556,Regulación                                        -  - Riego,-  -,,"2334,000","158,000","320,000","1800,000",,Gravedad,"58,000","581,000","167,500","109,500","113,500","288,000",001,"60,000 -",001,"1800,000 -",Compuertas. -,,MIJARES,ONDA,JÚCAR
,SICHAR DERIVACIÓN,,Explotación,ESTADO,,C,31-03-1972,--,0737561,4431406,Riego                                             -  -,-  -,,"2338,000","158,000","320,000","0,000",,Gravedad,"11,200","60,000","109,600","98,400","106,300","0,000",000,-,001,"16,000 -","No, Labio fijo -",,MIJARES,ONDA,JÚCAR
,SIERRA BOYERA,,Explotación,ESTADO,J-GUERRERO,A,01-01-1973,--,0305510,4237245,Abastecimiento                                    -  -,-  -,,"439,000","74,000","0,000","1244,000",,Gravedad y Materiales sueltos pantalla,"33,000","510,000","503,000","470,000","477,000","379,770",001,"57,000 -",001,"1500,000 -",Compuertas. -,,GUADIATO,BELMEZ,GUADALQUIVIR
,SIERRA BOYERA (DIQUE DEL COLLADO 1),,Explotación,ESTADO,J-GUERRERO,A,01-01-1973,--,0305670,4237335,Abastecimiento                                    -  -,-  -,,"439,000","74,000","0,000","1244,000",,Materiales sueltos núcleo arcilla,"9,750","126,950","503,000","493,250","496,770","18,370",000,-,000,-,-,,GUADIATO,BELMEZ,GUADALQUIVIR
,SIERRA BOYERA (DIQUE DEL COLLADO 2),,Explotación,ESTADO,J-GUERRERO,C,01-01-1973,--,0305680,4237645,Abastecimiento                                    -  -,-  -,,"439,000","74,000","0,000","1244,000",,Materiales sueltos núcleo arcilla,"7,450","115,300","503,000","495,550","499,700","10,650",000,-,000,-,-,,GUADIATO,BELMEZ,GUADALQUIVIR
,SIERRA BRAVA,,Explotación,ESTADO,M. GONZALEZ SERENO,A,31-12-1996,--,0271973,4341718,Hidroeléctrico                                    -  - Regulación,-  -,,"209,500","56,750","774,000","499,000",,Gravedad,"54,370","786,000","336,370","282,000","289,000","397,200",001,"82,000 -",001,"140,000 -","No, Labio fijo -",,PIZARROSO,ZORITA,GUADIANA
,SILILLOS,VALVERDE DEL CAMINO,Explotación,AYUNTAMIENTO DE VALVERDE CAMINO,A-GONZALEZ Y L. MANZANO,C,31-12-1973,--,0171048,4165857,Abastecimiento                                    -  -,-  -,,"8,600","1,620","710,000","37,100",,Gravedad,"21,300","309,500","233,800","212,500","216,000","12,500",001,"0,000 -",001,"43,200 -","No, Labio fijo -",,BUITRON,VALVERDE DEL CAMINO,C. ATLÁNTICA ANDALUZA
,"SILLO, EL",PRESUR,Explotación,PRESUR,J-SANCHO,,31-12-1987,--,0174068,4222692,Riego                                             -  -,-  -,,"157,000","46,000","783,000","500,000",,Gravedad,"22,000","81,000","409,000","387,000","393,000","10,390",000,-,001,"500,000 -","No, Labio fijo -",,SILLO,HIGUERA LA REAL,GUADIANA
,SOBRON,,Explotación,IBERDROLA GENERACION S.A.,P. MARTINEZ ARTOLA,A,01-01-1961,--,0492000,4735178,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"4670,000","1743,000","700,000","1200,000",,Gravedad,"41,800","190,000","512,800","471,000","478,000","77,000",001,"45,000 -",001,"1630,000 -",Compuerta segm -,,EBRO,BOZOO Y LANTARÓN,EBRO
,"SOLANA, LA",,Explotación,MARÍA SOLEDAD Y ASUNCIÓN SALAMANCA LAFFITTE,,C,01-01-1955,--,0121529,4390838,Riego                                             -  -,-  -,,"6,600","52,000","530,000","0,000",,Gravedad,"8,000","259,000","321,000","313,000","315,000","3,000",001,"0,200 -",001,"29,000 -","No, Labio fijo -",,ARROYO CABRIOSO,HERRERA DE ALCANTARA,TAJO
,SOLANO,,Explotación,JUNTA DE ANDALUCÍA,J.A. RODRIGUEZ ARRIBAS,B,31-12-1995,--,0386762,4080284,Derivación                                        -  -,-  -,,"65,590","0,000","0,000","350,000",,Gravedad,"30,000","140,000","282,800","252,800","263,300","29,780",001,"0,000 -",001,"350,000 -","No, Labio fijo -",,SOLANO,COMARES,C. MEDITERRANEA ANDALUZA
,SOLLUBE,,Explotación,AYUNTAMIENTO DE MUNGUIA,,,31-12-1961,--,0517590,4802205,Abastecimiento                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"14,000","50,000","270,000","0,000","256,000","0,000",000,-,000,-,-,,SOLLUBE (ARROYO SOLLUBE),MEÑAKA,C.I. PAÍS VASCO
,SOMIEDO,,Explotación,"HIDROELECTRICA DEL CANTABRICO, S.A.",J-SERRANO CAMARASA,C,31-12-1960,--,0235263,4779262,Hidroeléctrico                                    -  -,-  -,,"82,000","96,000","1650,000","70,000",,Gravedad,"24,000","18,000","615,730","591,730","603,700","1,800",000,-,001,"70,000 -","No, Labio fijo -",,SOMIEDO,SOMIEDO,NORTE
,SOPEIRA,,Explotación,EMPRESA NACIONAL HIDROELÉCTRICA DEL RIBAGORZANA S.A.,G-MILLET Y F. COSTA,B,31-12-1957,--,0808830,4691422,Hidroeléctrico                                    -  -,-  -,,"733,000","156,860","586,000","995,000",,Arco Gravedad,"27,600","33,000","705,500","677,900","681,000","7,770",000,-,001,"995,000 -",Compuertas. -,,NOGUERA RIBAGORZANA,SOPEIRA,EBRO
,SORIA,,Explotación,COMUNIDAD DE AGUAS DE LA LUMBRE,F-PEREZ Y L. FEDRIANI,,01-01-1972,--,-752335,3152243,Riego                                             -  -,-  -,,"32,500","2,000","450,000","170,000",,Bóveda,"132,000","148,450","610,000","478,000","490,000","211,680",001,"70,000 -",001,"120,000 -","No, Labio fijo -",,BARRANCO SORIA,SAN BARTOLOME DE TIRAJANA,LAS PALMAS
,SOTIEL / OLIVARGAS,,Explotación,ALMAGRERA S.A.,INITEC,A,31-12-1982,--,0164055,4180934,Industrial                                        -  -,-  -,,"168,000","51,300","898,000","545,000",,Arco Gravedad,"45,000","191,110","164,000","119,000","122,000","40,460",001,"36,000 -",001,"200,000 -","No, Labio fijo -",,OLIVARGAS,ALMONASTER LA REAL,C. ATLÁNTICA ANDALUZA
,SOTOGRANDE 1,,Explotación,"FINANCIERA ""SOTOGRANDE"" SA",C. CARBAJO SANCHEZ,,31-12-1990,--,0289330,4017918,Abastecimiento                                    -  -,-  -,,"2,520","1,000","800,000","0,000",,Materiales sueltos núcleo arcilla,"18,000","251,000","85,800","67,800","68,800","140,000",001,"0,230 -",001,"49,000 -","No, Labio fijo -",,SIN RIO,SAN ROQUE,C. MEDITERRANEA ANDALUZA
,SOTOGRANDE 2,,Explotación,"FINANCIERA ""SOTOGRANDE"" SA",C. CARBAJO SANCHEZ,,31-12-1991,--,0289160,4016348,Abastecimiento                                    -  - Riego,-  -,,"0,220","0,100","800,000","26,940",,Materiales sueltos núcleo arcilla,"27,500","268,000","137,500","110,000","112,500","261,260",001,"0,230 -",001,"4,000 -","No, Labio fijo -",,BORONDO,SAN ROQUE,C. MEDITERRANEA ANDALUZA
,"SOTONERA, LA",,Explotación,ESTADO,J. NICOLAU Y F. DE LOS RIOS,A,01-01-1963,--,0693260,4664963,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"300,000","245,000","1100,000","142,000",,Materiales sueltos homogenea,"31,000","1134,390","420,000","389,000","390,750","2720,000",001,"0,000 -",000,-,-,,SOTON,ALCALA DE GURREA,EBRO
,"SOTONERA, LA (DIQUE DEL COLLADO 1)","ALBERCA, LA",Explotación,ESTADO,J. NICOLAS Y F. DE LOS RIOS,A,01-01-1963,--,0692200,4664000,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"300,000","245,000","1100,000","142,000",,Materiales sueltos homogenea,"34,000","1631,530","420,000","386,000","388,100","1024,000",000,-,000,-,-,,ASTON-VACAS,ALCALA DE GURREA,EBRO
,"SOTONERA, LA (DIQUE DEL COLLADO 2)",SOTON,Explotación,ESTADO,J. NICOLAS Y F DE LOS RIOS,A,01-01-1963,--,0693260,4664963,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"300,000","245,000","1100,000","142,000",,Materiales sueltos homogenea,"26,000","1100,250","420,000","394,000","395,770","1540,000",000,-,000,-,-,,ASTON-ALBERCA,ALCALA DE GURREA,EBRO
,"SUEÑO, EL",,Explotación,EL CERRON DEL CASTILLO DE PRIM,J-PALENCIA,,01-01-1977,--,0385615,4362840,Riego                                             -  -,-  -,,"0,410","1,000","639,000","2,000",,Materiales sueltos homogenea,"9,000","251,000","106,200","97,200","97,200","25,960",000,-,001,"2,000 -","No, Labio fijo -",,BULLAQUE,RETUERTA DE BULLAQUE,GUADIANA
,SUR,DIQUE SUR,Explotación,RIOTINTO PATIÑO,,,31-12-1944,--,0184151,4177542,Industrial                                        -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"17,000","170,000","0,000","0,000","0,000","95,110",000,-,001,"6,000 -","No, Labio fijo -",,VALLE,EL VALLE,C. ATLÁNTICA ANDALUZA
,SUSQUEDA,,Explotación,ENDESA GENERACION S.A.,A-REBOLLO,A,01-01-1968,--,0958354,4662471,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"1755,000","0,000","0,000","0,000",,Bóveda,"135,000","510,000","357,000","222,000","237,000","662,000",001,"200,000 -",001,"2800,000 -","No, Labio fijo -",,TER,SUSQUEDA,C.I. CATALUÑA
,TABLILLAS,,Explotación,REPSOL PETROLEO S.A.,A. ARAGONES FDEZ.,C,01-01-1966,--,0401120,4267800,Abastecimiento                                    -  -,-  -,,"283,300","0,000","0,000","0,000",,Gravedad,"30,500","150,500","572,000","541,500","546,000","0,000",000,-,001,"575,000 -","No, Labio fijo -",,TABLILLAS,HINOJOSAS DE CALATAVRA,GUADALQUIVIR
,TABUYO DEL MONTE,VALTABUYO,Explotación,JUNTA DE CASTILLA Y LEON,JESUS FERNANDEZ CALVO,C,31-12-1999,--,0230115,4690476,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos núcleo arcilla,"29,000","686,000","0,000","0,000","0,000","485,300",000,-,001,"125,000 -","No, Labio fijo -",,VALTABUYO,LUYEGO,DUERO
,TAHODIO,,Explotación,PARTICULAR,,,31-12-1998,--,-804952,3226642,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"40,000","0,000","250,000","210,000","0,000","0,000",000,-,001,"0,000 -","No, Labio fijo -",,TAHODIO,STA. CRUZ DE TENERIFE,TENERIFE
,TAIBILLA,,Explotación,ESTADO. MANCOMUNIDAD CANALES TAIBILLA,A. SANCHEZ,A,30-06-1973,--,0564582,4227685,Abastecimiento                                    -  - Riego,-  -,,"327,000","5,390","366,000","545,000",,Materiales sueltos núcleo arcilla,"39,000","271,000","956,300","917,300","922,300","590,000",001,"1,420 -",001,"510,000 -","No, Labio fijo -",,TAIBILLA,NERPIO,SEGURA
,TAIBILLA (TOMA),,Explotación,ESTADO. MANCOMUNIDAD CANALES TAIBILLA,J. ABOLLADO ARIBAU,B,31-12-1942,--,0563940,4231996,Riego                                             -  - Abastecimiento,-  -,,"375,000","23,100","366,000","746,000",,Gravedad,"23,500","56,700","822,000","798,500","805,500","10,000",001,"0,000 -",001,"670,000 -",Compuertas. -,,TAIBILLA,NERPIO,SEGURA
,"TAJERA, LA",,Explotación,ESTADO,S. MADRIGAL SANCHEZ,A,30-12-1993,--,0532325,4521280,Riego                                             -  - Regulación,-  -,,"588,000","72,500","660,000","295,000",,Bóveda,"62,000","220,110","964,000","902,000","913,500","67,000",002,"17,000 - 44,000",001,"173,000 -","No, Labio fijo -",,TAJUÑA,"SOTILLO, EL",TAJO
,TAJO DE LA ENCANTADA (CONTRAEMBALSE),,Explotación,SEVILLANA DE ELECTRICIDAD,CIA SEVILLANA-ELECTRICIDAD,A,31-12-1978,--,0343246,4086000,Abastecimiento                                    -  - Hidroeléctrico,-  -,,"1740,000","0,000","0,000","2780,000",,Gravedad,"38,200","178,000","205,000","166,800","174,000","83,510",000,-,001,"2780,000 -",Compuertas. -,,GUADALHORCE,ALORA,C. MEDITERRANEA ANDALUZA
,TAJO DE LA ENCANTADA (DIQUE DEL COLLADO 1),,Explotación,SEVILLANA DE ELECTRICIDAD,CIA SEVILLANA-ELECTRICIDAD,,31-12-1978,--,0341630,4086058,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"15,450","375,000","587,250","571,800","573,200","29,000",000,-,000,-,-,,SIN RIO,ARDALES,C. MEDITERRANEA ANDALUZA
,TAJO DE LA ENCANTADA (DIQUE DEL COLLADO 2),,Explotación,SEVILLANA DE ELECTRICIDAD,CIA SEVILLANA-ELECTRICIDAD,,31-12-1978,--,0341661,4085702,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Materiales sueltos homogenea,"9,500","300,000","597,000","587,500","0,000","0,000",000,-,000,-,-,,SIN RIO,ARDALES,C. MEDITERRANEA ANDALUZA
,TAJO DE LA ENCANTADA (DIQUE DEL COLLADO 3),,Explotación,SEVILLANA DE ELECTRICIDAD,CIA SEVILLANA-ELECTRICIDAD,,31-12-1978,--,0341754,4085847,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"27,750","652,000","587,250","559,500","0,000","122,000",000,-,000,-,-,,SIN RIO,ARDALES,C. MEDITERRANEA ANDALUZA
,TAJO DE LA ENCANTADA (PRINCIPAL),,Explotación,SEVILLANA DE ELECTRICIDAD,CIA SEVILLANA ELECTRICIDAD,,31-12-1978,--,0341710,4086130,Hidroeléctrico                                    -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"36,000","480,000","587,250","551,250","0,000","142,000",000,-,000,-,-,,SIN RIO,ARDALES,C. MEDITERRANEA ANDALUZA
,TALARN,,Explotación,"ENDESA GENERACIÓN, S.A.","Z.W.K. BILLINGS, N. AMIGO",A,31-12-1916,--,0823582,4677295,Hidroeléctrico                                    -  - Riego,-  -,,"2070,000","1115,000","0,000","1634,000",,Gravedad,"86,030","180,000","502,050","416,020","420,020","274,700",001,"15,000 -",001,"1800,000 -",Compuertas. -,,NOGUERA PALLARESA,TALARN,EBRO
,TALAVAN,,Explotación,"JUNTA DE EXTREMADURA, C.O.P.T","L. CANALEJO, C. CARBAJO, M. CRUZ",C,01-01-1977,--,0215664,4396785,Abastecimiento                                    -  - Riego,-  -,,"62,000","17,000","0,000","121,000",,Gravedad,"14,850","279,850","362,250","347,400","350,650","10,000",001,"0,000 -",001,"121,000 -","No, Labio fijo -",,ARROYO TALAVAN,HINOJAL,TAJO
,"TALAVE, EL",,Explotación,ESTADO,D. MUGURUZA IBARGUREN/J. ROMERO CARRASCO,A,31-12-1918,--,0598920,4263065,Defensa frente a avenidas                         -  - Defensa frente a avenidas,-  -,,"788,000","160,000","400,000","720,000",,Gravedad,"46,660","167,270","510,660","464,000","472,000","59,700",001,"150,000 -",002,"398,000 - 0,000",Compuertas. - Compuertas.,,MUNDO,LIETOR,SEGURA
,TAMADABA,,Explotación,J. SANSO ENRIQUEZ,R. GONZALEZ NEGRIN,,01-01-1954,--,-751970,3170636,Riego                                             -  -,-  -,,"0,510","0,000","0,000","0,000",,Gravedad,"15,000","163,000","1030,000","1015,000","1015,000","1,840",000,-,001,"17,317 -","No, Labio fijo -",,BARRANCO LOS ANCONES,AGAETE,LAS PALMAS
,TAMAIDE,,Explotación,PARTICULAR,P. ARCE,,31-12-1956,--,-846355,3184324,Riego                                             -  -,-  -,,"0,000","0,000","0,000","0,000",,Gravedad,"25,000","115,000","625,000","600,000","0,000","7,000",000,-,001,"14,000 -","No, Labio fijo -",,TAMAIDE,SAN MIGUEL,TENERIFE
